elu,0.1,N/A,N/A,N/A,0.9775023006754328
elu,0.1,3000,20,42,N/A,N/A,N/A,0.9776321086415362
elu,0.1,50,1,3000,20,42,N/A,N/A,N/A,0.9776321086415362
elu,0.1,50,1,5,3000,20,42,N/A,N/A,N/A,0.9789953235880035
elu,0.1,50,1,5,1,3000,20,42,N/A,N/A,N/A,0.9789953235880035
